Task Name,Completed By,Day,Completed,Time,VIP Acct#,Account,Address,City,ST,Zip,Distance,Premise,COT,Chain,On/Off Premise:,Did you speak to the buyer:,Who did you speak with:,CMC Notes:,Buyer Committed (New POD):,Instigated Re-Buy:,SKU #1:,Draft or PKG SKU #1:,QTY of SKU #1:,SKU #2:,Draft or PKG SKU #2:,QTY of SKU #2:,SKU #3:,Draft or PKG SKU #3:,QTY of SKU #3:,SKU #4:,Draft or PKG SKU #4:,QTY of SKU #4:,SKU #5:,Draft or PKG SKU #5:,QTY of SKU #5:,SKU #6:,Draft or PKG SKU #6:,QTY of SKU #6:,Buyer Objection:,Sampled Product:,Staff Education:,Built Display:,Confirmed Display:,Where is the Display:,How Many Cases:,Added POS:,Scheduled a 3rd Party Tasting:,Date of Event/Tasting:,Shelf Optimization:,Cold Space Placement:,Pricing Survey:,Supplier Price:,Competitor #1 Name:,Competitor #1 Price:,Competitor #2 Name:,Competitor #2 Price:,Mispriced Item Correction:,Price Feature Added:,Cold Shelf Photo #1:,Cold Shelf Photo #2:,Competitor Photo #1:,Competitor Photo #2:,Display Photo #1:,Display Photo #2:,Display Photo #3:,Menu Feature Photo #1:,POS Photo #1:,POS Photo #2:,POS Photo #3:,Warm Shelf Photo #1:,Warm Shelf Photo #2:,Other Photo #1:,Other Photo #2:,Other Photo #3:,Removed Damaged/OOC Product:,Executed Event:,Follow up:,Distributor Name:
"Rogue Ales","Drew Ashpole",Wed,20241204,"01:02 PM",4171130,"KINDRED SPIRITS & WINE","3610 INWOOD RD",DALLAS,TX,75209,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Mercy,"Will speak with Garrett from Greenlight today. Sampled on bat, dead guy, and hazel. Thinks bat will do well, would like to bring on more, but doesnt have the space",YES,NO,"ROGUE - BATSQUATCH HAZY IPA 4/6/12OZ CAN",PKG,1,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Lucky Energy","Michael Thomas",Wed,20241204,"01:01 PM",4553089,"LIQUOR AND SMOKE WORLD","2547 NASHVILLE HWY",COLUMBIA,TN,38401,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Sharon,"Presented the benefits of having a 0 sugar energy drink and suggested starting out with 1 cases for placement each of the OG and Orange Drizzle.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,"Ajax Turner"
"Tia Linda's","Rich Delk",Wed,20241204,"01:01 PM",2456171,"KEG LIQUORS 6166","2860 S COLORADO BLVD",DENVER,CO,80222,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,NO,NA,"I spoke to the cashier and she is not familiar with CCD. I also looked at the shelves and it looks like this is a Coors and Eagle rock account. Ill reach out to CCD to see if they have any presents in the store and if so, who to speak with, etc.. Ill be back on December 10.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/10/24,
DELTA,"Jim Javenkoski",Wed,20241204,"01:01 PM",2904288,"GALLERIA LIQUORS","3409 N SOUTHPORT",CHICAGO,IL,60657,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,"Robin Sweet","Met with Robin (General Manager) after checking the shelf stock where there are 5 4-pks each of Passion Fruit, Blueberry Acai and Pink Lemonade ($24.99 each) remaining in hand-level warm shelf slots near the beer cooler (see photos). Additionally, there is 1 units each of Passion Fruit & Blueberry Acai and 3 units of Pink Lemonade ($8.99 each) remaining in the THC singles cooler (see photos). I...",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,YES,NO,,,,,,NO,NO,"Has Picture","Has Picture",,,,,,,,,,"Has Picture",,,,,NO,NO,,
"Payette Brewing Co.","Rich Delk",Wed,20241204,"01:01 PM",2456171,"KEG LIQUORS 6166","2860 S COLORADO BLVD",DENVER,CO,80222,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,NO,MA,"I spoke to the cashier and she is not familiar with CCD. I also looked at the shelves and it looks like this is a Coors and Eagle rock account. Ill reach out to CCD to see if they have any presents in the store and if so, who to speak with, etc.. Ill be back on December 10.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/10/24,
Holidaily,"Drew Ashpole",Wed,20241204,"01:00 PM",4171130,"KINDRED SPIRITS & WINE","3610 INWOOD RD",DALLAS,TX,75209,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Mercy,"Hasnt ever met a dynamo rep but if we can get Miguel to stop by she will take on the blonde",YES,NO,"HOLIDAILY - FAVORITE BLONDE 6/4/12 CAN",PKG,1,,,,,,,,,,,,,,,,"Does Not Work With Distributor",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Drinkin' Buds","Michael Thomas",Wed,20241204,"01:00 PM",4553089,"LIQUOR AND SMOKE WORLD","2547 NASHVILLE HWY",COLUMBIA,TN,38401,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Sharon,"Presented the THC beverage category, the flavor offerings and suggested ordering 5 cases for their Beer Cave.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,"Ajax Turner"
"Bravus Brewing Co","Rich Delk",Wed,20241204,"12:59 PM",2456171,"KEG LIQUORS 6166","2860 S COLORADO BLVD",DENVER,CO,80222,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,NO,NA,"The cashier let me know that the buyer is not in today. Ill be back in the area on December 10 and see if I can catch him at that point.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/10/24,
"Southern Range Brewery","Cole Jackson",Wed,20241204,"12:59 PM",3002655,"BROOKLYN PIZZA","7725 COLONY RD",CHARLOTTE,NC,28226,0.0,ON,RESTAURANT,INDEPENDENTS,On,YES,Sam,"Good chat today with Sam today and he said owners have to confirm all new products and said he wasnt sure if theyve carried anything yet from us but I gotHim a sample of tiny ass to pass along to them and Ill f/u",NO,NO,,,,,,,,,,,,,,,,,,,,YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/18/24,"Carolina Premium Beverage"
Holidaily,"Michael Perillo",Wed,20241204,"12:59 PM",2742227,"SNO ISLE NATURAL FOODS CO","2804 GRAND AVE STE 201",EVERETT,WA,98201,0.0,OFF,"CONVENIENCE/ GAS",INDEPENDENTS,Off,YES,Phenox,"Spoke with Buyer Phoenix, and merchandised account while I was in, we need to case of blonde.",NO,YES,"HOLIDAILY - FAVORITE BLONDE 6/4/12 CAN",PKG,2,,,,,,,,,,,,,,,,,YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,"Has Picture",,,,,,,,,,,,,,,,NO,NO,,
"One Tree Hard Cider","Michael Perillo",Wed,20241204,"12:59 PM",2742227,"SNO ISLE NATURAL FOODS CO","2804 GRAND AVE STE 201",EVERETT,WA,98201,0.0,OFF,"CONVENIENCE/ GAS",INDEPENDENTS,Off,YES,Phenox,"Spoke with Buyer Phoenix about bringing in one tree, he doesnt want to bring in the snow globe",YES,NO,"ONE TREE CIDER - SNOW GLOBE - 20L",PKG,1,,,,,,,,,,,,,,,,,YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,"Has Picture",,,,,,,,,,,,,,NO,NO,,
"Rogue Ales","Michael Perillo",Wed,20241204,"12:59 PM",2742227,"SNO ISLE NATURAL FOODS CO","2804 GRAND AVE STE 201",EVERETT,WA,98201,0.0,OFF,"CONVENIENCE/ GAS",INDEPENDENTS,Off,YES,Phenox,"Spoke with Phoenix about bringing a Rogue for a new placement opportunity, hes gonna take a pass for right now. I pitched Sant reserve and  northwest IPA. need to touch base with Phoenix after the holidays to see where we are in new placement.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,"Has Picture",,,,,,,,,,,,,,NO,NO,,
"Rhinegeist Brewing","Sean Sharkey",Wed,20241204,"12:59 PM",3132281,"IRON ABBEY","680 N EASTON RD",HORSHAM,PA,19044,2.5,ON,RESTAURANT,INDEPENDENTS,On,NO,Bartender,"Talked with the bartender. Educated about the brand ended distributor. We searched in the seller for the keg, but we could not find it. He said he didnt even get a chance to see it if it is tapped out it went in maybe two days. I told him we we have more if you want more. Hes not the buyer though. Ill have to follow up another time.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,"Has Picture",,,,,NO,NO,12/12/24,Penn
"High Rise","Cole Jackson",Wed,20241204,"12:58 PM",3002655,"BROOKLYN PIZZA","7725 COLONY RD",CHARLOTTE,NC,28226,0.0,ON,RESTAURANT,INDEPENDENTS,On,NO,Sam,"Good chat today with Sam today and he said owners have to confirm all new products and said he hasnt heard anything yet on thc but I gotHim a sample of blueberry to pass along to them and Ill f/u",NO,NO,,,,,,,,,,,,,,,,,,,,YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/18/24,"Adams Beverages of NC"
"Climbing Kites","Andrew Burton",Wed,20241204,"12:58 PM",3937098,"HARP AND CROWN","19930 W CATAWBA AVE STE 130",CORNELIUS,NC,28031,0.0,ON,BAR,INDEPENDENTS,On,YES,Ryan,"Great chat with Ryan again today about Climbing Kites! They are still considering bringing in THC but arent sure exactly how they want to go about it. I will continue to follow up with this account to see what we can make happen!",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/11/24,
poppi,"Jason Fulwider",Wed,20241204,"12:57 PM",3081915,"PBC SOUTH LIQUOR","672 PEEKSVILLE RD","LOCUST GROVE",GA,30248,0.2,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Gil,"I left samples and info behind. I will follow up with this account next week.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/18/24,
CANN,"Andrew Burton",Wed,20241204,"12:57 PM",3937098,"HARP AND CROWN","19930 W CATAWBA AVE STE 130",CORNELIUS,NC,28031,0.0,ON,BAR,INDEPENDENTS,On,YES,Ryan,"Awesome chat with Ryan here about Cann! They have new owners here who are working on taking things over. I was able to get them samples today and look forward to hearing what they think on the subject!",NO,NO,,,,,,,,,,,,,,,,,,,,YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/11/24,
"High Rise","Brad Adams",Wed,20241204,"12:57 PM",3653587,"FROTHY MONKEY","2509 12TH AVE S",NASHVILLE,TN,37204,0.1,ON,RESTAURANT,INDEPENDENTS,On,NO,Millie,"Lexi the buyer is on leave. Was told they are not moving any new menu items till she returns.  I left samples and my info",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Loverboy,"Sean Sharkey",Wed,20241204,"12:57 PM",3132281,"IRON ABBEY","680 N EASTON RD",HORSHAM,PA,19044,1.6,ON,RESTAURANT,INDEPENDENTS,On,NO,Bartender,"Talked with the bartender. Educated about the brand and the distributor. Unfortunately unfortunately the buyer is not in. Ill follow up another time.",NO,NO,,,,,,,,,,,,,,,,,,,,YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,Penn
Howie's,"Jason Fulwider",Wed,20241204,"12:57 PM",3081915,"PBC SOUTH LIQUOR","672 PEEKSVILLE RD","LOCUST GROVE",GA,30248,0.2,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Gil,"He said he would only bring in the 200 MLs. I will follow up with JEFF who is the sales rep.",YES,NO,"HOWIES - 2/12/200ML SPIKED LATTE MOCHA",PKG,1,"HOWIES - 2/12/200ML SPIKED LATTE ORIGINAL",PKG,1,"HOWIES - 2/12/200ML SPIKED LATTE VANILLA BOURBON",PKG,1,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Spirited Brands","Brad Adams",Wed,20241204,"12:56 PM",3653587,"FROTHY MONKEY","2509 12TH AVE S",NASHVILLE,TN,37204,0.1,ON,RESTAURANT,INDEPENDENTS,On,NO,Josh,"Lexi the buyer is on leave. Was told they are not moving any new menu items till she returns.  I left samples and my info",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Duvel Moortgat USA","Brad Adams",Wed,20241204,"12:56 PM",3653587,"FROTHY MONKEY","2509 12TH AVE S",NASHVILLE,TN,37204,0.1,ON,RESTAURANT,INDEPENDENTS,On,NO,Josh,"Lexi the buyer is on leave. Was told they are not moving any new menu items till she returns.  I left samples and my info",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Bar Diver","Jason Fulwider",Wed,20241204,"12:56 PM",3081915,"PBC SOUTH LIQUOR","672 PEEKSVILLE RD","LOCUST GROVE",GA,30248,0.2,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,,NO,,,NO,YES,"BAR DIVER - PINA COLADA 1/12/200ML BOTTLES",PKG,1,"BAR DIVER - WHITE RUSSIAN 1/12/200ML BOTTLES",PKG,1,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Ritual,"Nicole Schnackenberg",Wed,20241204,"12:56 PM",4259896,"1ST AVE LIQUORS","1211 1ST AVE N STE 100C","SAINT PETERSBURG",FL,33705,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,,NO,,,NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,"Has Picture",,,NO,NO,,
"Viva Beverages","Nicole Schnackenberg",Wed,20241204,"12:55 PM",4259896,"1ST AVE LIQUORS","1211 1ST AVE N STE 100C","SAINT PETERSBURG",FL,33705,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Marcia,"Marcia said she has seen Viva at the trop. She said she has such a small area for seltzers and beer that she only brings in whats requested. I will follow up in a couple months to see if theres any changes.",NO,NO,,,,,,,,,,,,,,,,,,,"No Room",YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,"Has Picture","Has Picture",,,,,,,,,,,,,,,NO,NO,01/15/25,
"Bar Diver","Jason Fulwider",Wed,20241204,"12:55 PM",3081915,"PBC SOUTH LIQUOR","672 PEEKSVILLE RD","LOCUST GROVE",GA,30248,0.2,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,,NO,,,YES,NO,"BAR DIVER - MANHATTAN 1/12/200ML BOTTLES",PKG,1,"BAR DIVER - MAI TAI NA 1/12/200ML BOTTLES",PKG,1,"BAR DIVER - MANHATTAN 1/12/200ML BOTTLES",PKG,1,"BAR DIVER - MARGARITA 1/12/200ML BOTTLES",PKG,1,"BAR DIVER - MARGARITA NA 1/12/200ML BOTTLES",PKG,1,"BAR DIVER - MOSCOW MULE 1/12/200ML BOTTLES",PKG,1,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
poppi,"Keara Hogan",Wed,20241204,"12:55 PM",2644993,"ACME FRESH MARKET 15","3979 MEDINA RD",AKRON,OH,44333,0.0,OFF,SUPERMARKET,"ACME FRESH MARKET",Off,YES,Mike,"Spike with Mike and he still has a lot of product from the large the display that use to be at the front of the store. He is not looking to add cran fizz.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,"Has Picture",,,,,,,"Has Picture",,,,,NO,NO,,
Cantrip,"Jim Javenkoski",Wed,20241204,"12:55 PM",2904288,"GALLERIA LIQUORS","3409 N SOUTHPORT",CHICAGO,IL,60657,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,"Robin Sweet","Met with Robin (General Manager) after checking the shelf stock where there are 5 4-pk units each of Blackberry Lavender and Lemon Basil Seltzer and 4 4-pk units of Cola remaining in hand-level warm shelf slots near the beer cooler (see photos). Additionally, there are 3 units of Blackberry Lavender & 4 units of Lemon Basil ($5.99 each), 3 units of Cola ($8.99), 2 units of 50 mg Root Beer and 4...",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,YES,NO,,NO,YES,NO,,,,,,NO,NO,"Has Picture",,,,,,,,,,,"Has Picture",,,,,NO,NO,,
"Garage Beer","Jim Javenkoski",Wed,20241204,"12:55 PM",2904288,"GALLERIA LIQUORS","3409 N SOUTHPORT",CHICAGO,IL,60657,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,"Robin Sweet","Robin (Owner) was unavailable so I checked the shelf stock where there are there are 3 units of Light 12-pks ($15.99) and 2 units of Lime 6-pks ($9.99) remaining in hand-level slots behind door #14 (see photos). I will make a return visit during the week of 12/16 to monitor sales movement.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,"Has Picture","Has Picture",,,,,,,,,,,,,,,NO,NO,,
"Good Boy Vodka","Jason Fusco",Wed,20241204,"12:54 PM",2475576,"MAZZYS SPORTS BAR & GRILL","10729 ALPHARETTA HWY",ROSWELL,GA,30076,0.1,ON,RESTAURANT,INDEPENDENTS,On,YES,"Melissa Scott","Met Chris, but Melissa will be contact.  They carry Nuturl, High Noon, and White Claw.  They carried Sun Cruiser at one time, but it didnt do well so they pulled it.Chris gave me Melissas email so I emailed her contact info and sales sheet from the bar.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Clearly Canadian","Keara Hogan",Wed,20241204,"12:54 PM",2644993,"ACME FRESH MARKET 15","3979 MEDINA RD",AKRON,OH,44333,0.0,OFF,SUPERMARKET,"ACME FRESH MARKET",Off,YES,Mike,"Spoke with Mike and right now he is not letting any new displays go up. Home shelf will need a case of blackberry and raspberry.",NO,YES,"CLEARLY CANADIAN - MOUNTAIN BLACKBERRY 12PK",PKG,1,"CLEARLY CANADIAN - COUNTRY RASPBERRY 12PK",PKG,1,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,"Has Picture",,,,,NO,NO,,
Ritual,"Nicole Schnackenberg",Wed,20241204,"12:54 PM",4259896,"1ST AVE LIQUORS","1211 1ST AVE N STE 100C","SAINT PETERSBURG",FL,33705,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Marcia,"Marcia said she doesnt have a big calling for NA. They had some low/no abv wines and they ended up just tossing them out. As well as in the whiskey bar, once in a while they ask for a mocktail but the bartenders make them something nice. Shes not considering NA in the store or bar at the moment. Ill follow up in a couple months.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,01/15/25,
Howie's,"Sean Sharkey",Wed,20241204,"12:54 PM",3132281,"IRON ABBEY","680 N EASTON RD",HORSHAM,PA,19044,1.0,ON,RESTAURANT,INDEPENDENTS,On,NO,Bartender,"Talked with the bartender. Educated about the brand and the distributor. They make their own espresso martinis here but they do have a small takeout section but the buyers not here.",NO,NO,,,,,,,,,,,,,,,,,,,,YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,Penn
"Go Brewing","Sean Sharkey",Wed,20241204,"12:53 PM",3132281,"IRON ABBEY","680 N EASTON RD",HORSHAM,PA,19044,0.8,ON,RESTAURANT,INDEPENDENTS,On,NO,Bartender,"Talked with the bartender. Educated about the brand and the distributor. They have athletic on tap there. I tried a little bit just to see what it was about. Its not even good. Theres no flavor. Told the bartender he should try to go brewing unfortunately, the buyers not in. Ill follow up.",NO,NO,,,,,,,,,,,,,,,,,,,,YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/27/24,Penn
"Island Brands","Nicole Schnackenberg",Wed,20241204,"12:53 PM",4259896,"1ST AVE LIQUORS","1211 1ST AVE N STE 100C","SAINT PETERSBURG",FL,33705,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Marcia,"Talked to Marcia today. I know she does great business with BBG. She said she would think about the beer but her clientele is weird with crafts. She said she would like to see it locally on draft before she brings it in, as she has a small cold section and usually people look for specific things. They also dont have a grab and go section anymore.",NO,NO,,,,,,,,,,,,,,,,,,,"No Room",YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,"Has Picture",,,NO,NO,01/15/25,
"Lucky Energy","Keara Hogan",Wed,20241204,"12:53 PM",2644993,"ACME FRESH MARKET 15","3979 MEDINA RD",AKRON,OH,44333,0.0,OFF,SUPERMARKET,"ACME FRESH MARKET",Off,YES,Mike,"Not authorized",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
NOCA,"Celeste Carle",Wed,20241204,"12:51 PM",3757011,"CRAFT 64","6922 E MAIN ST",SCOTTSDALE,AZ,85251,0.0,ON,RESTAURANT,INDEPENDENTS,On,YES,Sam,"I came by and spoke with Sam and had a great talk with one of the bartenders. I think Im slowly winning over this account and we can hopefully see them take on some product eventually.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Holidaily,"Celeste Carle",Wed,20241204,"12:51 PM",3757011,"CRAFT 64","6922 E MAIN ST",SCOTTSDALE,AZ,85251,0.0,ON,RESTAURANT,INDEPENDENTS,On,YES,Sam,"I came by and spoke with Sam and had a great talk with one of the bartenders. I think Im slowly winning over this account and we can hopefully see them take on some product eventually.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
CANN,"Nicole Schnackenberg",Wed,20241204,"12:51 PM",4259896,"1ST AVE LIQUORS","1211 1ST AVE N STE 100C","SAINT PETERSBURG",FL,33705,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Marcia,"Talked to Marcia the owner today. She said they are not interested in selling thc seltzers.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,"Has Picture","Has Picture",,NO,NO,01/15/25,
"Rhinegeist Brewing","Seth Hahn",Wed,20241204,"12:50 PM",4715950,"X GOLF","1720 OLD FORT PKWY",MURFREESBORO,TN,37129,0.1,ON,"RECREATION/ ENTERTAINMENT",INDEPENDENTS,On,YES,Huse,"Huse not in at the moment but shot him a text to see how things are and for more opportunities with our brand. Retouch base with him when he responds and go from there.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Garage Beer","Seth Hahn",Wed,20241204,"12:50 PM",4715950,"X GOLF","1720 OLD FORT PKWY",MURFREESBORO,TN,37129,0.1,ON,"RECREATION/ ENTERTAINMENT",INDEPENDENTS,On,NO,Huse,"Huse not in at the moment but shot him a text to see how things are and for more opportunities with our brand. Retouch base with him when he responds and go from there.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Left Hand","Shaun Burk",Wed,20241204,"12:50 PM",53733,"CHICAGO CLUB","81 E VAN BUREN ST",CHICAGO,IL,60605,0.0,ON,"RECREATION/ ENTERTAINMENT",INDEPENDENTS,On,NO,Nick,"Nick (gm) is appointment only. Dropped card and emailed sell sheets to find a time to sample and discuss placements.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
CANN,"Shaun Burk",Wed,20241204,"12:49 PM",53733,"CHICAGO CLUB","81 E VAN BUREN ST",CHICAGO,IL,60605,0.0,ON,"RECREATION/ ENTERTAINMENT",INDEPENDENTS,On,NO,Nick,"Nick (gm) is appointment only. Dropped card and emailed sell sheets to find a time to sample and discuss placements.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Sweet Justice","Justin Lueken",Wed,20241204,"12:49 PM",3743958,"1010 WASHINGTON WINE","1010 WASHINGTON AVE S",MINNEAPOLIS,MN,55415,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Pj,"Talked with pj briefly as he was busy with orders",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"High Rise","Brad Adams",Wed,20241204,"12:48 PM",4787995,"POSTINO WINE CAFE","2317 12TH AVE S",NASHVILLE,TN,37204,0.1,ON,RESTAURANT,"POSTINO WINE CAFE",On,NO,Bartender-,"No one to speak with but bartender.  She listened to our brand presentation and will pass samples to buyer in charge.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
